,id,content,content_clean,sentiment,subjectivity,polarity,analysis
1188,UgwUPdQEExgtsyI3BH54AaABAg,But does it go fast,But does it go fast,3,0.6,0.2,Positive
1189,UgwWWcaVm0BzE3mRAwh4AaABAg,Why is it called centodieci? Cause in italian that means 110,Why is it called centodieci Cause in italian that means 110,1,0.0,0.0,Neutral
1190,UgyfFnJJytvE65p5L454AaABAg,WOW,WOW,5,1.0,0.1,Positive
1191,Ugy8C-2Q4jM545tsSL14AaABAg,So? Why would people care about an untouchable car.,So Why would people care about an untouchable car,2,0.0,0.0,Neutral
1192,UgyA3G1EwHoKHOJe6ll4AaABAg,There is a lots of people who don't know where to spend money 😐😐,There is a lots of people who dont know where to spend money 😐😐,2,0.0,0.0,Neutral
1193,UgxfoqBc67gtPgM6P094AaABAg,"I still prefer the EB110 , Anybody Else?",I still prefer the EB110  Anybody Else,3,0.0,0.0,Neutral
1194,UgxfoqBc67gtPgM6P094AaABAg.9cS8vL6bfTz9cSN7Ab_Qr_,"The EB110, while it is objectively worse than its modern counterpart in almost every aspect, the new one still looks like an insect to me which is a negative.",The EB110 while it is objectively worse than its modern counterpart in almost every aspect the new one still looks like an insect to me which is a negative,2,0.4386363636363636,-0.09090909090909091,Negative
1195,Ugz7WnZfEAy867VmRBV4AaABAg,where are headlights??,where are headlights,3,0.0,0.0,Neutral
1196,UgwZsMfs7DXxsAFzp0F4AaABAg,Eb110 is so much cooler,Eb110 is so much cooler,5,0.2,0.2,Positive
1197,Ugz1HNCrcDsXbNYnx394AaABAg,You guys are the dream,You guys are the dream,5,0.0,0.0,Neutral
1198,Ugz1HNCrcDsXbNYnx394AaABAg.9cVwP3lAdOC9cW7kyjkx4e,Thanks for watching🔝for more investment  information🖕Drop a msg directly.....,Thanks for watching🔝for more investment  information🖕Drop a msg directly,5,0.3666666666666667,0.26666666666666666,Positive
1199,UgyOTadK1p9xw9KGKyN4AaABAg,Canelo and ronaldo already pre-order it,Canelo and ronaldo already preorder it,1,0.0,0.0,Neutral
1200,UgzKiu0SLgptdeSGBVB4AaABAg,Audi R8 in new clothes :(,Audi R8 in new clothes ,5,0.45454545454545453,0.13636363636363635,Positive
1201,UgyF-8oJsbKHQJaDWOJ4AaABAg,im just gonna say. its really ugly the rims ruin the car,im just gonna say its really ugly the rims ruin the car,1,1.0,-0.7,Negative
1202,UgzYh_VAjJyiI-Qmsvh4AaABAg,That did not seem like a cult ceremony at all.,That did not seem like a cult ceremony at all,1,0.0,0.0,Neutral
1203,UgxKTok3KU435_usJ0B4AaABAg,it looks like a brick,it looks like a brick,2,0.0,0.0,Neutral
1204,Ugzdj8V7URmpeMRWgIV4AaABAg,The one guy in the white shirt 😂,The one guy in the white shirt 😂,5,0.0,0.0,Neutral
1205,UgzkzSY3IDG4yOWZbdt4AaABAg,Another billionaire another Bugatti in their garage.,Another billionaire another Bugatti in their garage,5,0.0,0.0,Neutral
1206,UgxvVU5GrJjkg60VQMd4AaABAg,This is Bugatti and we present car,This is Bugatti and we present car,5,0.0,0.0,Neutral
1207,Ugz5Q7XPCDC7m3dQupl4AaABAg,C est a côté de chez moi 😁,C est a côté de chez moi 😁,5,0.0,0.0,Neutral
1208,UgyDaBjgCymk_otp6uB4AaABAg,lol 😆 you all admire ppl who rip you off to much hahaha,lol 😆 you all admire ppl who rip you off to much hahaha,5,0.55,0.5,Positive
1209,Ugx3Orm1D_-rdngDz4F4AaABAg,"What irrational thing to build such a thing! And yes, if you made so much money in the criminal capitalist system you have to spend it by buying that 1200PS car what you impossible can use on a public road! Driving 90KM/hr with a car what can make 430KM/hr....very logical.  .",What irrational thing to build such a thing And yes if you made so much money in the criminal capitalist system you have to spend it by buying that 1200PS car what you impossible can use on a public road Driving 90KMhr with a car what can make 430KMhrvery logical  ,1,0.4277777777777778,-0.10277777777777779,Negative
1210,UgzPOSJO3CghiqWsbNN4AaABAg,price ?,price ,4,0.0,0.0,Neutral
1211,UgyFUmUKxRJ_LqERWEJ4AaABAg,"Hey Owner, are you happy now?",Hey Owner are you happy now,5,1.0,0.8,Positive
1212,UgzRvmCp-Mr2lqBf5pp4AaABAg,"Finde den alten schöner; ein wahrer Exot und nicht so klobig. Der neue ist auch ein Exot klar; man sieht aber, dass es ein Chiron-Derivat ist

Finde die Aventador-Abkömmlinge auch nicht besonders..","Finde den alten schöner ein wahrer Exot und nicht so klobig Der neue ist auch ein Exot klar man sieht aber dass es ein ChironDerivat ist

Finde die AventadorAbkömmlinge auch nicht besonders",3,0.0,0.0,Neutral
1213,UgyeZCH-1R5qwxJFWLx4AaABAg,Waiting till you deliver mine hurry up please,Waiting till you deliver mine hurry up please,1,0.0,0.0,Neutral
1214,UgzByZnmKQ_WFD-jQmd4AaABAg,Isn’t gasoline so yesterday?,Isn’t gasoline so yesterday,1,0.0,0.0,Neutral
1215,UgzjXqQfn-Y-kIR0wdh4AaABAg,But i wanted yellow..,But i wanted yellow,3,0.0,0.0,Neutral
1216,Ugyz7kp4z9eJaXS9gDN4AaABAg,Does it chop? Aww nvm it's not a ls,Does it chop Aww nvm its not a ls,3,0.9,0.3,Positive
1217,Ugw3W62nXV7-EZK7IJN4AaABAg,SplashWoRld🌎The Greatest,SplashWoRld🌎The Greatest,5,1.0,1.0,Positive
1218,Ugx-HnIYGIw7qRXC-eV4AaABAg,"How can someone own a car that expensive while I'm struggling to pay the rent and buy food! That car probably costs like 200 000 dollars! Just take that ugly ""car"" out of him because no one needs a car that expensive. Replace it with a $1500 Toyota which is 100 times better than that.",How can someone own a car that expensive while Im struggling to pay the rent and buy food That car probably costs like 200 000 dollars Just take that ugly car out of him because no one needs a car that expensive Replace it with a 1500 Toyota which is 100 times better than that,1,0.78,-0.12000000000000002,Negative
1219,UgypBoGZcujMq7pm1p14AaABAg,That one dude in the white shirt😂,That one dude in the white shirt😂,1,0.0,0.0,Neutral
1220,UgyvFGHdL5tBingxsl54AaABAg,I'm I the only one who thinks that car looks like an insect?,Im I the only one who thinks that car looks like an insect,1,1.0,0.0,Neutral
1221,Ugyn6IiEaEtE36lgI054AaABAg,Bruh rich people spend money on weird looking stuff for a little status show off 😂,Bruh rich people spend money on weird looking stuff for a little status show off 😂,1,0.75,-0.10416666666666667,Negative
1222,UgzImt3r2ZEWd4lW6ol4AaABAg,That poor guy in the white shirt forgot his black shirt for picture day,That poor guy in the white shirt forgot his black shirt for picture day,1,0.3444444444444444,-0.18888888888888888,Negative
1223,UgxEcAObMqPoxYc565d4AaABAg,I'm sorry but you said it was delivered? I just cheked outside and it has not arrived. Please contact me immediately for the correct address. Thank you.,Im sorry but you said it was delivered I just cheked outside and it has not arrived Please contact me immediately for the correct address Thank you,1,0.525,-0.25,Negative
1224,UgxyUzkkXXCkYmlCMBB4AaABAg,I THOUGHT CRISTIANO  ROLANDO WAS THE FIRST CUSTOMER,I THOUGHT CRISTIANO  ROLANDO WAS THE FIRST CUSTOMER,3,0.3333333333333333,0.25,Positive
1225,Ugz-UsJFFlIukAS_O5d4AaABAg,"One day, one day.",One day one day,1,0.0,0.0,Neutral
1226,UgzEwWGevc0NwTAE6Sp4AaABAg,All perfect!! With the exception of one schmuck that they had to put all the way on the back wearing a white t-shirt… hahahaha way to fukk up boy..,All perfect With the exception of one schmuck that they had to put all the way on the back wearing a white tshirt… hahahaha way to fukk up boy,5,0.375,0.3,Positive
1227,UgwAvdZW6youZqVYOlh4AaABAg,This video called me broke.,This video called me broke,1,0.0,0.0,Neutral
1228,Ugy82gdm96ncMHU-uNh4AaABAg,yup thats my car,yup thats my car,3,0.0,0.0,Neutral
1229,UgwPa-XlkDk7TJp5CUh4AaABAg,"wow, the jar is quickly filled to the brim with quids and bucks here in this comment section",wow the jar is quickly filled to the brim with quids and bucks here in this comment section,5,0.95,0.25,Positive
1230,UgzQfuAd_JiDthmm1Bx4AaABAg,"What's the point of buying a car you can only drive once a year? I rather get a couple of Audis,  Porsches, and a modern style mansion in River Oaks Houston Tx",Whats the point of buying a car you can only drive once a year I rather get a couple of Audis  Porsches and a modern style mansion in River Oaks Houston Tx,1,0.65,0.1,Positive
1231,UgyCRYcLDPRtk_-UIwt4AaABAg,So who is the guy who is the first owner?,So who is the guy who is the first owner,3,0.3333333333333333,0.25,Positive
1232,Ugx_Bk7uns6HM-RTrON4AaABAg,"The one guy at the right back corner warring white and rest are black, just destroyed it 😂",The one guy at the right back corner warring white and rest are black just destroyed it 😂,1,0.24226190476190476,0.02976190476190476,Positive
1233,UgxiJ2Ir4R-tJrC9kiR4AaABAg,спишите забирать машин этой марки бугатти центодиеци 10 машин,спишите забирать машин этой марки бугатти центодиеци 10 машин,1,0.0,0.0,Neutral
1234,UgyWpEWv-rbvs7z_4zF4AaABAg,Which Bugatti is the other one?  I prefer that one.,Which Bugatti is the other one  I prefer that one,3,0.375,-0.125,Negative
1235,UgyWpEWv-rbvs7z_4zF4AaABAg.9cQGr4ydb5J9cQJ5Y70mtu,The eb110,The eb110,5,0.0,0.0,Neutral
1236,UgzFfKs1UlrnGJeWjRN4AaABAg,Thhhhhiiiiiis is new Bugatti,Thhhhhiiiiiis is new Bugatti,3,0.45454545454545453,0.13636363636363635,Positive
1237,UgzyGJtwl5uzCbkTMpF4AaABAg,Another car going into storage...,Another car going into storage,1,0.0,0.0,Neutral
1238,UgwB4KcN_6RO1AxpAaR4AaABAg,It looks like lego,It looks like lego,4,0.0,0.0,Neutral
1239,UgxblbRlNAyrpOsy5xF4AaABAg,Are we going to talk about how ridiculous this looks? It’s like a bad Hot Wheels car. And ultra wealthy people are paying small fortunes for these things?!,Are we going to talk about how ridiculous this looks It’s like a bad Hot Wheels car And ultra wealthy people are paying small fortunes for these things,1,0.7833333333333333,-0.10666666666666665,Negative
1240,Ugye0YFocwJrvyUzcQ54AaABAg,What colour is your Bugatti,What colour is your Bugatti,5,0.0,0.0,Neutral
1241,UgxuxE9NJWB_BrBL4PF4AaABAg,If you people didn’t know the guy in white is actually the marvel legend himself morbius.. I was shocked and horrored me. But as time went on I was morbd,If you people didn’t know the guy in white is actually the marvel legend himself morbius I was shocked and horrored me But as time went on I was morbd,1,0.3,-0.2333333333333333,Negative
1242,UgzdNx3tlxW5sr1fA4N4AaABAg,nice no cupholders lol,nice no cupholders lol,4,0.85,0.7,Positive
1243,Ugwo8IMxRAN3SaOQTiV4AaABAg,I wonder who purchased it?! Probably Manny Koshbin? Correct me if I’m wrong!,I wonder who purchased it Probably Manny Koshbin Correct me if I’m wrong,1,0.9,-0.5,Negative
1244,Ugwo8IMxRAN3SaOQTiV4AaABAg.9cW-lTFI7Rj9cW6uTZ17oE,Thanks for watching🔝for more investment mentorship information🖕Drop a msg directly.....,Thanks for watching🔝for more investment mentorship information🖕Drop a msg directly,5,0.3666666666666667,0.26666666666666666,Positive
1245,UgwXzgchu2jP0yejQvd4AaABAg,the best,the best,5,0.3,1.0,Positive
1246,Ugwz_829JB5v0wSVJgd4AaABAg,Sorry to say but it looks like Darth Vader. A blue one.,Sorry to say but it looks like Darth Vader A blue one,3,0.55,-0.25,Negative
1247,UgyEIx6rpH18Ba5Slpx4AaABAg,“I knew you was crippin!”,“I knew you was crippin”,1,0.0,0.0,Neutral
1248,UgyEIx6rpH18Ba5Slpx4AaABAg.9cW01PJPb6e9cW6scCjU2L,"Congratulations you have been selected amongst our short listed  giveaway list, A direct massage to 🚀
.","Congratulations you have been selected amongst our short listed  giveaway list A direct massage to 🚀
",5,0.35,0.05,Positive
1249,UgyFaRgwDa5EItiEitJ4AaABAg,"Best Design for new Bugatti EB110, bad for new *ambo c**ntach",Best Design for new Bugatti EB110 bad for new ambo cntach,5,0.46893939393939393,0.1431818181818182,Positive
1250,UgzSE8IMXD0f1rWQJ_d4AaABAg,And the 99.99999% should care why?,And the 9999999 should care why,5,0.0,0.0,Neutral
1251,UgzI76aJmwRSuoOANh54AaABAg,this is what we got if we had thousands of bitcoin since 2009,this is what we got if we had thousands of bitcoin since 2009,5,0.0,0.0,Neutral
1252,UgzvuqWJQN-J5RhUzvB4AaABAg,shoulda been andrew tate,shoulda been andrew tate,3,0.0,0.0,Neutral
1253,Ugz-PM2cvUyq3IVIY-N4AaABAg,"The interior, lke an opel 1989",The interior lke an opel 1989,4,0.0,0.0,Neutral
1254,Ugye8s0caGHD6cUz1Jx4AaABAg,Above 1M to get that? Meh gonna just tune with below 1M with JDM tuner got more hrsps and still best steering,Above 1M to get that Meh gonna just tune with below 1M with JDM tuner got more hrsps and still best steering,2,0.3,0.5,Positive
1255,Ugye8s0caGHD6cUz1Jx4AaABAg.9cQHlDdS9Bd9cQJT84fVWQ,"@David Ambrozi you can make luxury tune, mostly like gaming pc but cheaper and more shit to do at quality than just buy off from the basic company that would likely to rob you out.", Ambrozi you can make luxury tune mostly like gaming pc but cheaper and more shit to do at quality than just buy off from the basic company that would likely to rob you out,2,0.585,0.16,Positive
1256,Ugye8s0caGHD6cUz1Jx4AaABAg.9cQHlDdS9Bd9cQIum_EVYo,"Bruh that's not the entire point a Bugatti. It's a luxury supercar, keyword ""luxury"". Tuner cars are great but they're completely different from something like a bugatti",Bruh thats not the entire point a Bugatti Its a luxury supercar keyword luxury Tuner cars are great but theyre completely different from something like a bugatti,2,0.6583333333333333,0.26666666666666666,Positive
1257,UgzVl4UUqZMyNxEPx-Z4AaABAg,The interior is almost all the same color. Too much blue,The interior is almost all the same color Too much blue,2,0.1125,0.0,Neutral
1258,Ugxc-gSuBln_MKarlRZ4AaABAg,kylie jenner bought it 😂,kylie jenner bought it 😂,5,0.0,0.0,Neutral
1259,UgwIkz93LI_WXWOSdnZ4AaABAg,Veyron is the best,Veyron is the best,5,0.3,1.0,Positive
1260,Ugy4-dh_s8HhuCgNeFF4AaABAg,Still looks like a VW ….old overpriced for Arabs only.,Still looks like a VW …old overpriced for Arabs only,3,1.0,0.0,Neutral
1261,UgywoZ2QxeNUJR5VRoB4AaABAg,That one guy in the white shirt didn't get the memo,That one guy in the white shirt didnt get the memo,1,0.0,0.0,Neutral
1262,UgzjPQsWDlfz63juoCp4AaABAg,for a second i thought its gta 6,for a second i thought its gta 6,2,0.0,0.0,Neutral
1263,UgzrIYRFJ7BbGYi0fxF4AaABAg,i thought jeff bezoz bought it,i thought jeff bezoz bought it,3,0.0,0.0,Neutral
1264,UgxVvEjtJYxEdsJBv-R4AaABAg,"It’s a car, get over it",It’s a car get over it,1,0.0,0.0,Neutral
1265,UgzEZEOzF2uZjigckLV4AaABAg,"damn, he spent so much for a car looking this disgusting",damn he spent so much for a car looking this disgusting,1,0.43333333333333335,-0.3,Negative
1266,UgzEZEOzF2uZjigckLV4AaABAg.9cVtdsjtoks9cVwYBRzzks,"Thanks for watching🔝for more investment ,mentorship information🖕Drop a msg directly.....",Thanks for watching🔝for more investment mentorship information🖕Drop a msg directly,5,0.3666666666666667,0.26666666666666666,Positive
1267,UgxMzDzKJCs7Yk9oj0d4AaABAg,"much hype less power, porsche is waiting on nurburgring with half hp let’s see this overrated piece of nothing race it 😂 german engineering >>>>",much hype less power porsche is waiting on nurburgring with half hp let’s see this overrated piece of nothing race it 😂 german engineering ,1,0.10833333333333334,-0.033333333333333326,Negative
1268,Ugw4g0M3FGlIkG005Y94AaABAg,"0:45 
What is that?? This looks 🤮","045 
What is that This looks 🤮",5,0.0,0.0,Neutral
1269,Ugw46ReesawrCQZRnEV4AaABAg,What is the other car?,What is the other car,1,0.375,-0.125,Negative
1270,Ugw4mq5Jp0WErKuosY94AaABAg,Am I the only one who thinks this is a dressed up Bugatti Chiron,Am I the only one who thinks this is a dressed up Bugatti Chiron,1,1.0,0.0,Neutral
1271,Ugz5oo24IIGBfNQjSyV4AaABAg,This is like Iphone. All Buggatti cars look the same,This is like Iphone All Buggatti cars look the same,1,0.125,0.0,Neutral
1272,Ugz-_lQwxJu9Y-_oqzR4AaABAg,Wow,Wow,5,1.0,0.1,Positive
1273,UgwxTsXnRBKLUoBSLkF4AaABAg,Milking the same design with minor tweaks. Same with Lamborghini,Milking the same design with minor tweaks Same with Lamborghini,2,0.15,-0.016666666666666666,Negative
1274,Ugzgt7gPCfOpG9JYHpJ4AaABAg,Wow,Wow,5,1.0,0.1,Positive
1275,UgwIAdg3hft30B-Kwyd4AaABAg,Hi iam from India my dream is buying Bugatti but I am only 18 year old will you please give me a Bugatti car sir,Hi iam from India my dream is buying Bugatti but I am only 18 year old will you please give me a Bugatti car sir,1,0.6,0.05,Positive
1276,UgweSXj6vWSfgKqYJc54AaABAg,can't believe its not Andrew Tate lol,cant believe its not Andrew Tate lol,1,0.7,0.8,Positive
1277,Ugyn1YJmwj1LMW5b9jt4AaABAg,the interior looks like a bathroom,the interior looks like a bathroom,3,0.0,0.0,Neutral
1278,UgxsXiY2nuXY94B7yV94AaABAg,"And till this day now the
 Kawasaki Ninja H2R will still smoke this 🤙","And till this day now the
 Kawasaki Ninja H2R will still smoke this 🤙",5,0.0,0.0,Neutral
1279,UgytpIRlAnOUK0EIiXN4AaABAg,"I didn't like the design, it takes a little Ferrari and Lamborghini",I didnt like the design it takes a little Ferrari and Lamborghini,2,0.5,-0.1875,Negative
1280,Ugw1A7OhSyFjPq8KOGx4AaABAg,🙋‍♂️🇵🇹,🙋‍♂️🇵🇹,5,0.0,0.0,Neutral
1281,Ugw0JmCH7HVlQuKs4XN4AaABAg,Congrats on the ugliest car u have ever made good job let's see how many ways to make a  chrion,Congrats on the ugliest car u have ever made good job lets see how many ways to make a  chrion,5,0.55,0.6,Positive
1282,UgyOcCSiWeUD4Igl7C94AaABAg,Why it look like that? 🤢,Why it look like that 🤢,4,0.0,0.0,Neutral
1283,UgwK0lObY0NqF-Ru6n94AaABAg,"It will never be driven, it will live its life in a glorified shed. Such a waste.",It will never be driven it will live its life in a glorified shed Such a waste,1,0.3333333333333333,-0.02121212121212122,Negative
1284,UgwvyDIi_LT7I2ILwgF4AaABAg,"Youtube suggested me this

Cool, I guess","Youtube suggested me this

Cool I guess",5,0.65,0.35,Positive
1285,UgysICsVydOKwZhUE294AaABAg,Reality ?🤯🤯🤯,Reality 🤯🤯🤯,5,0.0,0.0,Neutral
1286,UgykLSkPjnkO3bAeESZ4AaABAg,El Alfa lo va comprar,El Alfa lo va comprar,5,0.0,0.0,Neutral
1287,Ugy-VurQ7adKef-0Gih4AaABAg,🤩🤩🤩🤩🤩🤩🤩🤩🤩,🤩🤩🤩🤩🤩🤩🤩🤩🤩,5,0.0,0.0,Neutral
1288,UgzKM3iaGOWuz6xoZ9x4AaABAg,And no reaction from the new owner how boring,And no reaction from the new owner how boring,1,0.7272727272727273,-0.4318181818181818,Negative
1289,Ugx1b5J4r6k3Yn37dCV4AaABAg,Przy chironie to wygląda jak kanciate gówno,Przy chironie to wygląda jak kanciate gówno,4,0.0,0.0,Neutral
1290,UgxWYkM4J-fxnma2N714AaABAg,It’s very blue,It’s very blue,3,0.13,0.0,Neutral
1291,Ugx5iL_zb_O9Ff7iUh54AaABAg,I think this is Ronaldos car being delivered.,I think this is Ronaldos car being delivered,5,0.0,0.0,Neutral
1292,UgwKMqtCT9vdXg1mAHN4AaABAg,Im over that ID,Im over that ID,1,0.0,0.0,Neutral
1293,Ugyerv4BXVrtTo_FgGt4AaABAg,Something something the name of a french car brand owned by a german company to celebrate an anniversary being italian,Something something the name of a french car brand owned by a german company to celebrate an anniversary being italian,1,0.0,0.0,Neutral
1294,UgwUtLxqBqVLsRJl5th4AaABAg,I bet it's Andrew Tate bugatti,I bet its Andrew Tate bugatti,3,0.0,0.0,Neutral
1295,Ugyqeic-P1-CVpeKOAJ4AaABAg,bluer than blue,bluer than blue,3,0.1,0.0,Neutral
1296,UgwxrexhRE9Qd7mWti94AaABAg,Bro that's just an 2nd grade copy of aventador,Bro thats just an 2nd grade copy of aventador,1,0.0,0.0,Neutral
1297,UgxtYpCzuM27dAa9NYh4AaABAg,Only the best.,Only the best,4,0.65,0.5,Positive
1298,UgxFkBFZjcNEu98k0yp4AaABAg,"la ingeniería de otro planeta, pero el diseño cada vez mas feo, Ferrari esta dejando en evidencia en diseño a la mayoría de las marcas de autos de lujo mientras Bugatti  y otras marcas de autos de alta gama complejizan cada vez más las líneas de los autos, Ferrari elimina todo que que no sirve , mira al pasado y genera autos con unas curvas increíbles, Bugatti eres increíble pero horrible, mira el diseño italiano, por que parece que están mirando al coreano con sus diseños cada vez mas feos, lo mismo que Audi.",la ingeniería de otro planeta pero el diseño cada vez mas feo Ferrari esta dejando en evidencia en diseño a la mayoría de las marcas de autos de lujo mientras Bugatti  y otras marcas de autos de alta gama complejizan cada vez más las líneas de los autos Ferrari elimina todo que que no sirve  mira al pasado y genera autos con unas curvas increíbles Bugatti eres increíble pero horrible mira el diseño italiano por que parece que están mirando al coreano con sus diseños cada vez mas feos lo mismo que Audi,2,1.0,-1.0,Negative
1299,Ugz9usTn24ZPm-3AIgh4AaABAg,Another rich elite rubs it in our faces.,Another rich elite rubs it in our faces,5,0.75,0.375,Positive
1300,UgxNh9MjcaeoXZz3IRx4AaABAg,"Guys GUYS it gets me from A to B, Ok?",Guys GUYS it gets me from A to B Ok,3,0.5,0.5,Positive
1301,UgxNh9MjcaeoXZz3IRx4AaABAg.9cTJrKMFLPK9cTPV2r8Lkk,C is where i am going to...,C is where i am going to,5,0.0,0.0,Neutral
1302,Ugzdhy85as6bthV5BFl4AaABAg,I remember when the Buggati Veyron and the Chiron was a big deal. Now there just coming out with A new buggati once a year ripped off from the Chiron and it’s not special to me anymore.,I remember when the Buggati Veyron and the Chiron was a big deal Now there just coming out with A new buggati once a year ripped off from the Chiron and it’s not special to me anymore,2,0.3753246753246753,-0.014069264069264073,Negative
1303,Ugzdhy85as6bthV5BFl4AaABAg.9cVzB05zc5A9cW7DTrxC81,Thanks for watching🔝for more investment information🖕Drop a msg directly.....,Thanks for watching🔝for more investment information🖕Drop a msg directly,5,0.3666666666666667,0.26666666666666666,Positive
1304,UgzNeLspXfhvvFrtLQp4AaABAg,All that and still no gps,All that and still no gps,1,0.0,0.0,Neutral
1305,UgwtuP0T8tudZFcoxed4AaABAg,I hope Cristiano ronaldo adds it to his collection,I hope Cristiano ronaldo adds it to his collection,5,0.0,0.0,Neutral
1306,Ugw6mnDvzBbw-mYIw754AaABAg,EB110 looks better,EB110 looks better,3,0.5,0.5,Positive
1307,Ugww4auaYqZy0stV1Dd4AaABAg,a beaut,a beaut,5,0.0,0.0,Neutral
1308,UgxqKADiRuePqPoJDAt4AaABAg,It’s just not fair…,It’s just not fair…,3,0.0,0.0,Neutral
1309,UgzwHg_CFNFGiJNCw2x4AaABAg,Why blue color?,Why blue color,1,0.1,0.0,Neutral
1310,UgzMNkyy92eMabLjTuZ4AaABAg,Ugliest car design i ever seen in my life....but money talks baby....i too wanna have it,Ugliest car design i ever seen in my lifebut money talks babyi too wanna have it,1,0.0,0.0,Neutral
1311,UgxKnAEa_ys2o2wBURt4AaABAg,WOW 5 million's of $ for chiron body kit .,WOW 5 millions of  for chiron body kit ,5,1.0,0.1,Positive
1312,UgxKnAEa_ys2o2wBURt4AaABAg.9cW1DEVGlvx9cW3FNLnlJq,"Congratulations you have been selected amongst our short listed  giveaway list, A direct massage to 🚀",Congratulations you have been selected amongst our short listed  giveaway list A direct massage to 🚀,5,0.35,0.05,Positive
1313,UgxA1dDWirHbe-bTn2V4AaABAg,How much?,How much,2,0.2,0.2,Positive
1314,UgyKR1m9Tw2w9tiG3KV4AaABAg,"Looks shite.....seen way better cars lately in style and value. This design of Bugatti is massively over-rated and looks trashy (blue). I wouldnt be bragging about been seen in one, let alone paying for the privelege 😂",Looks shiteseen way better cars lately in style and value This design of Bugatti is massively overrated and looks trashy blue I wouldnt be bragging about been seen in one let alone paying for the privelege 😂,2,0.55,0.05,Positive
1315,UgyHz_I_l85-TBYn-x94AaABAg,"Sexy Croatian car. 
Nice.","Sexy Croatian car 
Nice",5,1.0,0.55,Positive
1316,UgzeSqLoKKfWQAnnhrl4AaABAg,"I don’t even know my it was recommended to me, but I’m not complaining",I don’t even know my it was recommended to me but I’m not complaining,3,0.0,0.0,Neutral
1317,UgzTbg1amRSlWwyIG0N4AaABAg,Revoltingly ugly next to an EB110. Looks like a Hot Wheels car that took inspiration from a cheese grater.,Revoltingly ugly next to an EB110 Looks like a Hot Wheels car that took inspiration from a cheese grater,1,0.6166666666666667,-0.15,Negative
1318,UgzEL73e8fEy6L5LNwB4AaABAg,1.5+ m views 45+k likes,15 m views 45k likes,1,0.0,0.0,Neutral
1319,UgxPZfPvtVdLXYhqPuF4AaABAg,Hypercars are level of idiotness for two seater vehicle.except koanigsegg gemera...,Hypercars are level of idiotness for two seater vehicleexcept koanigsegg gemera,1,0.0,0.0,Neutral
1320,Ugx0Cl_3q6FyJ7Py2Zp4AaABAg,"Im the only one that hought it was ugly?
Its like a chiron had a child with a fake lamborghini.","Im the only one that hought it was ugly
Its like a chiron had a child with a fake lamborghini",1,1.0,-0.39999999999999997,Negative
1321,UgzoS9f54xRj-dNY-eF4AaABAg,Just Magnificient....,Just Magnificient,2,0.0,0.0,Neutral
1322,Ugz1VyMI_dWxzdS0Ptt4AaABAg,"This Bugatti looks just like all the other Bugattis the past 5 years. Only thing i noticed it had really ugly rear brakelights, it looked like some 80s or 90s brake lights",This Bugatti looks just like all the other Bugattis the past 5 years Only thing i noticed it had really ugly rear brakelights it looked like some 80s or 90s brake lights,4,0.65625,-0.26875,Negative
1323,Ugz_lzeZKCgV4igre3h4AaABAg,car got Assian eyes,car got Assian eyes,3,0.0,0.0,Neutral
1324,UgzkhKAziRal-G5gEcZ4AaABAg,Allahumma sholli 'ala Muhammad,Allahumma sholli ala Muhammad,5,0.0,0.0,Neutral
1325,Ugzuq_NuFcX5p_o6EFZ4AaABAg,Is this supposed to look good?,Is this supposed to look good,3,0.6000000000000001,0.7,Positive
1326,UgyNd1AGhjCc-4h3YTt4AaABAg,"SORRY but...




I like FORD","SORRY but




I like FORD",3,1.0,-0.5,Negative
1327,UgzDcvUMRCyKqbvOu0J4AaABAg,"filthy company and overpriced cars, what to love ?",filthy company and overpriced cars what to love ,5,0.8,-0.15000000000000002,Negative
1328,UgwR8kJiRq-GYD-mulR4AaABAg,Wait. Y’all still advertising enabled??????,Wait Y’all still advertising enabled,5,0.0,0.0,Neutral
1329,UgyL3cRNBG1_XeVjIwx4AaABAg,"What a horrible looking car, they’ve gone from the beauty that was the EB110 and Veyron and it’s gone down hill ever since.",What a horrible looking car they’ve gone from the beauty that was the EB110 and Veyron and it’s gone down hill ever since,1,0.6444444444444445,-0.5777777777777778,Negative
1330,Ugwb76iYGTdrvNhn-_B4AaABAg,Ronaldo just entered the group chat 🙂,Ronaldo just entered the group chat 🙂,1,0.0,0.0,Neutral
1331,UgzaLPR__k-7Hpu_oqx4AaABAg,what is that? it looks soo fresh,what is that it looks soo fresh,3,0.5,0.3,Positive
1332,UgzaLPR__k-7Hpu_oqx4AaABAg.9cVzI4pJOmk9cW77Y1qmnx,Thanks for watching🔝for more investment mentorship information🖕Drop a msg directly.....,Thanks for watching🔝for more investment mentorship information🖕Drop a msg directly,5,0.3666666666666667,0.26666666666666666,Positive
1333,UgxAQADlQRdQtF7xRAB4AaABAg,yo can i get one hahahahhaha,yo can i get one hahahahhaha,1,0.0,0.0,Neutral
1334,UgxD7WgZ8pXYiWyy2at4AaABAg,so? should anybody be impressed ?,so should anybody be impressed ,3,1.0,1.0,Positive
1335,UgzDW7RGOhHOQldWfFp4AaABAg,Yes I cant afford it.. But its Ugly.. just coz it expensive doesn’t mean one has to like it,Yes I cant afford it But its Ugly just coz it expensive doesn’t mean one has to like it,3,0.7958333333333334,-0.5041666666666667,Negative
1336,Ugwl7SYikhgDey1qB7Z4AaABAg,tate should be the first,tate should be the first,3,0.3333333333333333,0.25,Positive
